Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ALDX,Aldeyra Therapeutics Inc. Common Stock,United States,2014,310511,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,United States,,457469,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,United States,2019,481123,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,United States,,225528,Real Estate,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,United States,,62673,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,United States,2020,1074499,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,United States,2001,723893,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,United States,2020,132541,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALGT,Allegiant Travel Company Common Stock,United States,2006,484218,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,United States,2021,628432,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,United States,2010,120996,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,United States,2021,5604914,Technology,EDP Services
ALK,Alaska Air Group Inc. Common Stock,United States,,1322120,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,Ireland,1991,1483349,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,United States,2021,792234,Technology,Computer Software: Prepackaged Software
ALL,Allstate Corporation (The) Common Stock,United States,,1460236,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,38030,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,46311,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,16812,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,United States,,26312,,
ALLE,Allegion plc Ordinary Shares,United States,2013,536883,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,Netherlands,2022,510401,Consumer Discretionary,Automotive Aftermarket
ALLK,Allakos Inc. Common Stock,United States,2018,674357,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,United States,2018,3202727,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,United States,,1741440,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,Israel,2006,125000,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,United States,2014,1641858,Finance,Major Banks
ALNT,Allient Inc. Common Stock,United States,,194648,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,2004,510344,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,United States,1983,14084,Technology,Computer peripheral equipment
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,United States,,91839,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,United States,2015,612436,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,United States,2017,86136,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,United States,2019,86620,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,United States,2022,2,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,2012,416355,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,United States,,2186289,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,United States,2019,344967,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),United States,,320,,
ALTI,AlTi Global Inc. Class A Common Stock,United States,2021,258649,Finance,Investment Managers
ALTM,Arcadium Lithium plc Ordinary Shares,United States,2024,8322880,Industrials,Major Chemicals
ALTO,Alto Ingredients Inc. Common Stock,United States,,1076641,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,United States,2017,333625,Technology,Computer Software: Prepackaged Software
ALUR,Allurion Technologies Inc. Common Stock,United States,,51041,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,Sweden,,756319,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,Luxembourg,,186557,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,Luxembourg,,1212,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,United States,2020,241195,Health Care,Biotechnology: Pharmaceutical Preparations
ALX,Alexander's Inc. Common Stock,United States,,10163,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,2020,396293,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,United States,2021,35845,Health Care,Biotechnology: Pharmaceutical Preparations
AM,Antero Midstream Corporation Common Stock,United States,2017,2126319,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,2018,95625,Finance,Major Banks
AMAT,Applied Materials Inc. Common Stock,United States,1972,5509381,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,2012,510287,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,,386674,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,,,1839,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),China,,28161,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,763641,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,United States,2013,77858622,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,,2019,6762192,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,United States,,486895,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,United States,,66495414,Technology,Semiconductors
AME,AMETEK Inc.,United States,,1211820,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,United States,,426539,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,United States,,378826,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,1983,2636709,Health Care,Biotechnology: Pharmaceutical Preparations
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,2013,1157170,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,United States,,11296,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,United States,,2377,,
AMIX,Autonomix Medical Inc. Common Stock,United States,2024,82499,Health Care,Medical/Dental Instruments
AMK,AssetMark Financial Holdings Inc. Common Stock,United States,2019,294550,Finance,Finance/Investors Services
AMKR,Amkor Technology Inc. Common Stock,United States,1998,657181,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,Canada,,395378,Basic Materials,Metal Mining
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,2022,1194809,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,United States,,500377,Health Care,Assisted Living Services
AMP,Ameriprise Financial Inc. Common Stock,United States,,544228,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,United States,,82296,Technology,Industrial Machinery/Components
AMPGW,Amplitech Group Inc. Warrants,United States,,1000,Telecommunications,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,2014,377085,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,,786864,Technology,Computer Software: Prepackaged Software
AMPS,Altus Power Inc. Class A Common Stock,United States,2021,1509004,Utilities,Electric Utilities: Central
AMPX,Amprius Technologies Inc. Common Stock,United States,2022,922519,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,United States,2016,416702,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,2018,104829,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,2010,880541,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,,294824,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,,1365548,Health Care,Biotechnology: Pharmaceutical Preparations
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,United States,,2609323,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,United States,1988,12344,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,1991,585895,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,United States,2005,73805,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,United States,2020,20499,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,United States,,198035,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,,1828433,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,,71359,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,,,7171,Finance,Finance: Consumer Services
AMTX,Aemetis Inc. (DE) Common Stock,United States,,905864,Industrials,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,United States,1986,258220,Basic Materials,Forest Products
AMWL,American Well Corporation Class A Common Stock,United States,2020,2224143,Consumer Discretionary,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Mexico,2023,996436,Telecommunications,Telecommunications Equipment
AMZN,Amazon.com Inc. Common Stock,United States,1997,29926963,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,,322045,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,United States,2017,255068,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,,134301,Industrials,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,2021,630,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,United States,2014,1791460,Telecommunications,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,,2687146,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANG^A,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of  5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,United States,,29761,,
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,22796,,
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,,14146,Consumer Discretionary,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,United States,,397030,Consumer Discretionary,Advertising
ANGO,AngioDynamics Inc. Common Stock,United States,2004,329253,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,,35007,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,,158208,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,United States,,57951,Health Care,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,Cayman Islands,2023,18761,Health Care,Biotechnology: Pharmaceutical Preparations
ANNX,Annexon Inc. Common Stock,United States,2020,2005698,Health Care,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,,2024,136649,Health Care,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,United States,2024,29913,,
ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,United States,2023,6,,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,United States,2024,980,,
ANSS,ANSYS Inc. Common Stock,United States,1996,466658,,
ANTE,AirNet Technology Inc. American Depositary Shares,China,2007,735,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,2022,120761,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,2020,330508,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Canada,,409862,,
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,2007,246614,Finance,Investment Managers
AOGO,Arogo Capital Acquisition Corp. Class A Common Stock,United States,2022,1332,Technology,Computer Software: Prepackaged Software
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,United States,2021,55124,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),United States,,1729692,Finance,Specialty Insurers
AONC,American Oncology Network Inc. Class A Common Stock,United States,2021,82068,Health Care,Medical/Nursing Services
AONCW,American Oncology Network Inc. Warrant,United States,2021,2200,Health Care,Medical/Nursing Services
AORT,Artivion Inc. Common Stock,United States,,164969,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,United States,,872522,Industrials,Industrial Machinery/Components
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,2010,288645,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,,23902,Consumer Discretionary,Recreational Games/Products/Toys
